"Spectrum","Time","AIC"
2059,625.88681568,120951.8101977466
2060,625.98680928,113983.8121172262
2061,626.0868028800001,107351.873094931
2062,626.18679648,101088.684709544
2063,626.2867900800001,95204.5190557716
2064,626.38678368,89699.93204242837
2065,626.4867772800001,84565.55928731925
2066,626.58677088,79789.12087004603
2067,626.68676448,75356.55925318012
2068,626.78675808,71252.5630687735
2069,626.8867516800001,67417.30377154113
2070,626.98674528,63843.85350511623
2071,627.08673888,60530.62098891968
2072,627.18673248,57485.63170255267
2073,627.28672608,54727.45800341573
2074,627.3867196800001,52281.5105828661
2075,627.48671328,50171.99072462825
2076,627.5867068800001,48418.97239985289
2077,627.68670048,47031.50121742301
2078,627.7866940800001,46006.39079958187
2079,627.88668768,45326.95419577543
2080,627.9866812800001,45066.40745909099
2081,628.08667488,45179.28291179455
2082,628.18666848,45611.10569338159
2083,628.28666208,46295.91368456119
2084,628.3866556800001,47155.10714099404
2085,628.4866492800001,48100.4189122183
2086,628.58664288,49040.88773533075
2087,628.6866364800001,49891.56804939962
2088,628.78663008,50582.82740115131
2089,628.8866236800001,51064.40880550509
2090,628.98661728,51310.57000065534
2091,629.0866108800001,51248.29365701495
2092,629.18660448,50890.01989159328
2093,629.28659808,50263.24873786371
2094,629.38659168,49407.42792686501
2095,629.4865852800001,48369.97666838057
2096,629.58657888,47196.98513136207
2097,629.68657248,45930.26830151748
2098,629.7865660800001,44606.95720020367
2099,629.88655968,43255.75955858541
2100,629.9865532800001,41895.65477253532
2101,630.08654688,40533.92997759471
2102,630.1865404800001,39180.36749819186
2103,630.28653408,37828.66591873098
2104,630.38652768,36466.73826365952
2105,630.48652128,35079.62861950241
2106,630.5865148800001,33653.39089451128
2107,630.68650848,32187.20325755987
2108,630.78650208,30690.70945279665
2109,630.8864956800001,29175.62039517212
2110,630.98648928,27655.3256775887
2111,631.0864828800001,26143.75778953423
2112,631.18647648,24654.64119158566
2113,631.2864700800001,23201.03364014994
2114,631.38646368,21794.99559129456
2115,631.48645728,20447.51828053324
2116,631.58645088,19168.4097977047
2117,631.6864444800001,17965.70119475827
2118,631.78643808,16840.69861616184
2119,631.88643168,15790.07288524856
2120,631.98642528,14811.03989365355
2121,632.08641888,13900.470088501
2122,632.1864124800001,13056.19248554651
2123,632.28640608,12277.81714454321
2124,632.3863996800001,11567.58871681264
2125,632.48639328,10932.09155642478
2126,632.58638688,10385.1027119554
2127,632.68638048,9951.907412148155
2128,632.7863740800001,9674.639007399526
2129,632.88636768,9616.372928511193
2130,632.98636128,9860.100063807349
2131,633.08635488,10500.76808153224
2132,633.18634848,11636.74366360996
2133,633.2863420800001,13364.45492866418
2134,633.38633568,15778.53453649867
2135,633.4863292800001,18973.66652704514
2136,633.58632288,23043.90502336868
2137,633.6863164800001,28076.57284877637
2138,633.78631008,34138.7557091318
2139,633.8863036800001,41256.58061051595
2140,633.98629728,49392.56378587054
2141,634.08629088,58431.94993209675
2142,634.18628448,68186.23914872039
2143,634.2862780800001,78409.20131959392
2144,634.38627168,88813.74425720974
2145,634.48626528,99084.11242440878
2146,634.5862588800001,108884.6019335269
2147,634.68625248,117867.6140297741
2148,634.7862460800001,125684.051328462
2149,634.88623968,131999.2805891978
2150,634.9862332800001,136516.6794942276
2151,635.08622688,139006.720987794
2152,635.18622048,139334.1984144363
2153,635.28621408,137475.15908381
2154,635.3862076800001,133519.8311169636
2155,635.48620128,127661.2361271489
2156,635.58619488,120171.3456034078
2157,635.6861884800001,111362.4724336505
2158,635.78618208,101580.9187030072
2159,635.8861756800001,91187.8127934418
2160,635.98616928,80634.27254325326
2161,636.0861628800001,70927.83594882231
2162,636.18615648,63890.38234694375
2163,636.28615008,61306.45113386845
2164,636.38614368,63944.49888553174
2165,636.4861372800001,71204.43489066859
2166,636.58613088,81912.67349087409
2167,636.68612448,94932.20984784352
2168,636.7861180800001,109464.7913589613
2169,636.88611168,125079.8538488285
2170,636.9861052800001,141539.4235491446
2171,637.08609888,158486.7757877046
2172,637.1860924800001,174444.2705334754
2173,637.28608608,186263.2479858538
2174,637.38607968,190799.5143086324
2175,637.48607328,186841.2730651578
2176,637.5860668800001,175786.2293529885
2177,637.68606048,160040.5381672713
2178,637.78605408,141816.3967850085
2179,637.88604768,122593.544942366
2180,637.98604128,103041.090683955
2181,638.0860348800001,83396.73756574139
2182,638.18602848,63841.52498152911
2183,638.2860220800001,45081.98095706035
2184,638.38601568,28648.57000592555
2185,638.4860092800001,16064.79104982726
2186,638.58600288,7886.822305333372
2187,638.6859964800001,3369.793585388801
2188,638.78599008,1273.167586518773
2189,638.88598368,463.97214957378
2190,638.98597728,180.2626017683886
2191,639.0859708800001,77.60835306570218
2192,639.1859644800001,36.94800799975134
2193,639.28595808,19.2217743088908
2194,639.3859516800001,10.74782641789407
2195,639.48594528,6.377628324563573
2196,639.5859388800001,3.974639322641753
2197,639.68593248,2.579987554927411
2198,639.7859260800001,1.73242580256366
2199,639.88591968,1.196489426867791
2200,639.98591328,0.8456410856880852
2201,640.08590688,0.6087823360092497
2202,640.1859004800001,0.4443809894394896
2203,640.28589408,0.3273337101146651
2204,640.38588768,0.2420029596062024
2205,640.4858812800001,0.178383378789183
2206,640.58587488,0.1299183404225191
2207,640.6858684800001,0.09384292783890386
2208,640.78586208,0.06687477570348613
2209,640.8858556800001,0.04670389855751704
2210,640.98584928,0.03167722251028634
2211,641.08584288,0.02059353890361401
2212,641.18583648,0.01256764562064616
2213,641.2858300800001,0.006938725458399516
2214,641.38582368,0.003207542521030618
2215,641.48581728,0.0009927397577153883
2216,641.5858108800001,0
2217,641.68580448,0
2218,641.7857980800001,0
2219,641.88579168,0
2220,641.9857852800001,0
2221,642.08577888,0
2222,642.18577248,0
2223,642.28576608,0
2224,642.3857596800001,0
2225,642.48575328,0
2226,642.58574688,0
2227,642.68574048,0
2228,642.78573408,0
2229,642.8857276800001,0
2230,642.98572128,0.08057423998033331
2231,643.0857148800001,0.28282874957273
2232,643.18570848,0.6701227240163213
2233,643.28570208,1.340644481357508
2234,643.38569568,2.447143422723108
2235,643.4856892800001,4.227598578010364
2236,643.58568288,7.052048457451065
2237,643.68567648,11.49204289645232
2238,643.78567008,18.4191506438818
2239,643.88566368,29.13595091314154
2240,643.9856572800001,45.53548383581058
2241,644.08565088,70.11338166848397
2242,644.1856444800001,106.3733170471492
2243,644.28563808,158.8449041824014
2244,644.3856316800001,233.1797434747582
2245,644.48562528,336.2379643676728
2246,644.5856188800001,476.186868302913
2247,644.68561248,662.6120395028879
2248,644.78560608,906.606313836237
2249,644.88559968,1220.766111213901
2250,644.9855932800001,1618.999492565847
2251,645.0855868800001,2116.048861674272
2252,645.18558048,2726.748344270979
2253,645.2855740800001,3464.750126540517
2254,645.38556768,4341.209708698135
2255,645.4855612800001,5363.367939602278
2256,645.58555488,6533.252593271409
2257,645.6855484800001,7846.608041005637
2258,645.78554208,9292.086547792085
2259,645.88553568,10850.69676679801
2260,645.98552928,12495.53375473381
2261,646.0855228800001,14191.92724502642
2262,646.18551648,15898.0832807231
2263,646.28551008,17566.58189985111
2264,646.3855036800001,19146.73773776553
2265,646.48549728,20587.74892026947
2266,646.5854908800001,21842.33429025643
2267,646.68548448,22870.48318528809
2268,646.7854780800001,23643.01125111786
2269,646.88547168,24144.61537971269
2270,646.98546528,24375.78519025055
2271,647.08545888,24352.66815582401
2272,647.1854524800001,24104.86179210432
2273,647.28544608,23672.83159917841
2274,647.38543968,23105.72097981278
2275,647.4854332800001,22459.35953593682
2276,647.58542688,21793.59043203225
2277,647.6854204800001,21168.5393802125
2278,647.78541408,20639.91425111536
2279,647.8854076800001,20253.68307274656
2280,647.98540128,20040.87379145431
2281,648.08539488,20014.1431608073
2282,648.18538848,20168.24080475524
2283,648.2853820800001,20484.37858905957
2284,648.38537568,20935.16390362057
2285,648.48536928,21487.58893087478
2286,648.58536288,22104.27355482801
2287,648.68535648,22744.41809094389
2288,648.7853500800001,23365.33690683519
2289,648.88534368,23924.78554064532
2290,648.9853372800001,24383.96783106059
2291,649.08533088,24709.52420643746
2292,649.1853244800001,24878.93846345625
2293,649.28531808,24879.39338429469
2294,649.3853116800001,24705.94967976104
2295,649.48530528,24358.98901530611
2296,649.58529888,23842.46762734071
2297,649.68529248,23163.16652745182
2298,649.7852860800001,22330.53575223676
2299,649.8852796800001,21356.83445819801
2300,649.98527328,20257.45314786258
2301,650.0852668800001,19051.12734251446
2302,650.18526048,17762.27181236098
2303,650.2852540800001,16414.40878415256
2304,650.38524768,15032.1471209699
2305,650.4852412800001,13639.92130489713
2306,650.58523488,12261.07705080344
2307,650.68522848,10917.3183487506
2308,650.78522208,9628.347045566559
2309,650.8852156800001,8411.491713151456
2310,650.98520928,7281.291061300604
2311,651.08520288,6248.9961147075
2312,651.1851964800001,5322.265799816275
2313,651.28519008,4502.079570645099
2314,651.3851836800001,3790.943213508855
2315,651.48517728,3190.60783859507
2316,651.5851708800001,2704.491956670152
2317,651.68516448,2339.878437292608
2318,651.78515808,2108.460117052297
2319,651.88515168,2024.121808589333
2320,651.9851452800001,2099.312586496658
2321,652.08513888,2342.778276868474
2322,652.18513248,2759.287038292609
2323,652.2851260800001,3350.504325531372
2324,652.38511968,4118.976781392137
2325,652.4851132800001,5058.623737009998
2326,652.58510688,6158.290614991797
2327,652.6851004800001,7399.015357523572
2328,652.78509408,8752.750798273628
2329,652.88508768,10184.2769504118
2330,652.98508128,11658.25187436048
2331,653.0850748800001,13147.92937994619
2332,653.18506848,14639.29859471755
2333,653.28506208,16129.77899029548
2334,653.3850556800001,17624.52027967467
2335,653.48504928,19133.86255144768
2336,653.5850428800001,20680.15444446383
2337,653.68503648,22299.04813313411
2338,653.7850300800001,24044.70540739021
2339,653.88502368,25992.36520058033
2340,653.98501728,28239.38984288978
2341,654.08501088,30904.38756642932
2342,654.1850044800001,34125.9642704007
2343,654.28499808,38062.13334459459
2344,654.38499168,42887.58492566566
2345,654.48498528,48785.95516837217
2346,654.58497888,55936.88143016463
2347,654.6849724800001,64502.26491545928
2348,654.78496608,74615.1955688788
2349,654.8849596800001,86370.84976419322
2350,654.98495328,99817.97486029584
2351,655.0849468800001,114946.42097801
2352,655.18494048,131669.5450486018
2353,655.2849340800001,149804.828710539
2354,655.38492768,169061.0282916645
2355,655.48492128,189040.9909768186
2356,655.58491488,209262.3815502969
2357,655.6849084800001,229188.6386142921
2358,655.7849020800001,248259.2195835431
2359,655.88489568,265913.1815561859
2360,655.9848892800001,281607.2250627819
2361,656.08488288,294832.686495964
2362,656.1848764800001,305136.4490003836
2363,656.28487008,312147.4213234049
2364,656.3848636800001,315605.5228093604
2365,656.48485728,315385.6838234676
2366,656.58485088,311508.5344925849
2367,656.68484448,304134.2278217594
2368,656.7848380800001,293543.0195002963
2369,656.88483168,280109.7758907558
2370,656.98482528,264278.1647818165
2371,657.0848188800001,246536.6738871502
2372,657.18481248,227397.3755017995
2373,657.2848060800001,207376.3458358193
2374,657.38479968,186975.0905250249
2375,657.4847932800001,166662.418685372
2376,657.58478688,146859.1601254683
2377,657.68478048,127924.404704959
2378,657.78477408,110146.5231773852
2379,657.8847676800001,93739.28080241964
2380,657.98476128,78843.13096383635
2381,658.08475488,65530.95711688139
2382,658.1847484800001,53817.07722534375
2383,658.28474208,43667.47615086201
2384,658.3847356800001,35009.90171265884
2385,658.48472928,27742.79763757682
2386,658.5847228800001,21743.65441736722
2387,658.68471648,16868.25510674094
2388,658.78471008,12970.36539841119
2389,658.88470368,9901.434118267029
2390,658.9846972800001,7517.48428920522
2391,659.08469088,5685.477765586714
2392,659.18468448,4288.143991729494
2393,659.28467808,3226.559252879133
2394,659.38467168,2420.424990581269
2395,659.4846652800001,1936.785508287345
2396,659.58465888,1819.834984118578
2397,659.6846524800001,2164.963598786269
2398,659.78464608,3134.1015825292
2399,659.8846396800001,4931.963748191329
2400,659.98463328,7818.962777860452
2401,660.0846268800001,12107.66168711315
2402,660.18462048,18156.79313552775
2403,660.28461408,26364.0223304017
2404,660.38460768,37154.50475082377
2405,660.4846012800001,50970.37223826787
2406,660.5845948800001,67998.4054482598
2407,660.68458848,88493.32851598716
2408,660.7845820800001,112611.4706020544
2409,660.88457568,140382.0863005209
2410,660.9845692800001,171701.9153883642
2411,661.08456288,206316.7849868548
2412,661.1845564800001,243816.4270869897
2413,661.28455008,283633.8673795735
2414,661.38454368,325037.4233129902
2415,661.48453728,367106.524663703
2416,661.5845308800001,408821.6164938955
2417,661.6845244800001,449245.61882927
2418,661.78451808,487396.0065103827
2419,661.8845116800001,522356.9836186068
2420,661.98450528,553316.3850597778
2421,662.0844988800001,579596.6431396841
2422,662.18449248,600679.7930425967
2423,662.2844860800001,616227.4084306187
2424,662.38447968,626098.654911353
2425,662.48447328,630386.6915664469
2426,662.58446688,629499.586245314
2427,662.6844604800001,624009.5447926495
2428,662.78445408,614582.6974333697
2429,662.88444768,601931.4674339895
2430,662.9844412800001,586775.129446263
2431,663.08443488,569806.2132834201
2432,663.1844284800001,551662.3175462313
2433,663.28442208,532903.2547469412
2434,663.3844156800001,513993.2846546472
2435,663.48440928,495286.3562794702
2436,663.58440288,477005.2584263959
2437,663.68439648,459199.2259973826
2438,663.7843900800001,441820.22640053
2439,663.88438368,424760.1023517998
2440,663.98437728,407877.602207392
2441,664.0843708800001,391022.0762941997
2442,664.18436448,374054.3252330313
2443,664.2843580800001,356863.8741636624
2444,664.38435168,339381.6306619467
2445,664.4843452800001,321586.8627017625
2446,664.58433888,303509.289119967
2447,664.68433248,285225.4670746434
2448,664.78432608,266851.4791473327
2449,664.8843196800001,248533.0883596037
2450,664.98431328,230434.6320404189
2451,665.08430688,212728.4839917948
2452,665.18430048,195583.285405152
2453,665.28429408,179155.0814547648
2454,665.3842876800001,163580.2010612087
2455,665.48428128,148971.2073752209
2456,665.5842748800001,135416.7611340549
2457,665.68426848,122984.6810762012
2458,665.7842620800001,111726.4743750279
2459,665.88425568,101679.7171289347
2460,665.9842492800001,92869.26488142162
2461,666.08424288,85310.52048978141
2462,666.18423648,79013.3215243038
2463,666.28423008,73991.92495360626
2464,666.3842236800001,70259.3880389972
2465,666.4842172800001,67855.55588907318
2466,666.58421088,66843.76028545435
2467,666.6842044800001,67318.77928103729
2468,666.78419808,69301.74109698227
2469,666.8841916800001,72990.40532480484
2470,666.98418528,78658.49261675293
2471,667.0841788800001,86681.01820585852
2472,667.18417248,97549.68685247254
2473,667.28416608,111871.1733768029
2474,667.38415968,130338.255257551
2475,667.4841532800001,153704.7012281589
2476,667.58414688,182676.9622964716
2477,667.68414048,217863.4914666732
2478,667.7841340800001,259709.3714010168
2479,667.88412768,308672.2475845411
2480,667.9841212800001,364706.1922193691
2481,668.08411488,427466.3861515475
2482,668.1841084800001,496269.5555691583
2483,668.28410208,570067.6745028043
2484,668.38409568,647449.0158819013
2485,668.48408928,726681.1084624057
2486,668.5840828800001,805786.4672295939
2487,668.68407648,882685.8774744702
2488,668.78407008,955319.5262914491
2489,668.8840636800001,1021760.619280105
2490,668.98405728,1080186.893439155
2491,669.0840508800001,1129161.752725836
2492,669.18404448,1167552.353882914
2493,669.2840380800001,1194563.62271716
2494,669.38403168,1209768.33726013
2495,669.48402528,1213124.673642441
2496,669.58401888,1204970.271649977
2497,669.6840124800001,1185985.704838513
2498,669.78400608,1157131.419021405
2499,669.88399968,1119569.795169867
2500,669.98399328,1074591.668463016
2501,670.08398688,1023549.994429594
2502,670.1839804800001,967830.5538911613
2503,670.28397408,908808.7106475729
2504,670.3839676800001,847812.9987660967
2505,670.48396128,786087.1852902506
2506,670.5839548800001,724754.3467931767
2507,670.68394848,664787.8690686158
2508,670.7839420800001,606994.3574521005
2509,670.88393568,552008.3676060549
2510,670.98392928,500301.5673596257
2511,671.08392288,452198.5308813141
2512,671.1839164800001,407698.5508210373
2513,671.2839100800001,366911.3659378712
2514,671.38390368,329852.8527627506
2515,671.4838972800001,296464.2948248152
2516,671.58389088,266630.8211582867
2517,671.6838844800001,240197.7937860494
2518,671.78387808,216984.1022920883
2519,671.8838716800001,196791.4421021613
2520,671.98386528,179410.7694048393
2521,672.08385888,164624.8531359584
2522,672.18385248,152210.0331600254
2523,672.2838460800001,142336.2695763255
2524,672.3838396800001,134642.4559280092
2525,672.48383328,128863.5648732618
2526,672.5838268800001,124737.3088132556
2527,672.68382048,122003.8114437167
2528,672.7838140800001,120405.3246905175
2529,672.88380768,119686.8190818405
2530,672.9838012800001,119598.0882116041
2531,673.08379488,119897.2221305789
2532,673.18378848,120354.5352373107
2533,673.28378208,120755.9687155645
2534,673.3837756800001,120707.2560697754
2535,673.48376928,120220.2876946419
2536,673.58376288,119145.0580116291
2537,673.6837564800001,117361.9506264768
2538,673.78375008,114789.0962196168
2539,673.8837436800001,111389.7468094498
2540,673.98373728,107176.678078276
2541,674.0837308800001,102211.101266759
2542,674.18372448,96595.65471071802
2543,674.28371808,90463.39046511341
2544,674.38371168,83965.69992145788
2545,674.4837052800001,77261.45936525635
2546,674.58369888,70427.29333796384
2547,674.68369248,63622.71313646834
2548,674.7836860800001,56990.50244084524
2549,674.88367968,50650.85574488104
2550,674.9836732800001,44696.43596971357
2551,675.08366688,39173.83263270035
2552,675.1836604800001,34118.50026227543
2553,675.28365408,29539.74402309279
2554,675.38364768,25427.02259824553
2555,675.48364128,21756.82555688044
2556,675.5836348800001,18498.66212426221
2557,675.68362848,15619.42503607241
2558,675.78362208,13086.07873482758
2559,675.88361568,10862.47769357694
2560,675.98360928,8927.499695775694
2561,676.0836028800001,7256.035936798572
2562,676.18359648,5856.413518100687
2563,676.2835900800001,4701.429482128323
2564,676.38358368,3766.162387151513
2565,676.48357728,3027.817751337594
2566,676.58357088,2465.663091870678
2567,676.6835644800001,2061.047733385548
2568,676.78355808,1797.483087750476
2569,676.88355168,1660.746533373284
2570,676.98354528,1648.045391685241
2571,677.0835388800001,1732.749032095326
2572,677.1835324800001,1902.385096846192
2573,677.28352608,2130.680391987734
2574,677.3835196800001,2411.784370782688
2575,677.48351328,2741.129665515021
2576,677.58350688,3115.317216028107
2577,677.68350048,3531.993991262447
2578,677.7834940800001,3989.710607174622
2579,677.88348768,4487.750308373124
2580,677.98348128,5025.924797983647
2581,678.08347488,5599.79680481991
2582,678.1834684800001,6218.058334646462
2583,678.28346208,6883.207447186022
2584,678.38345568,7597.238716077525
2585,678.4834492800001,8361.263740739909
2586,678.5834428800001,9175.086875332221
2587,678.68343648,10036.76574732758
2588,678.78343008,10942.19529283768
2589,678.8834236800001,11884.75969755134
2590,678.98341728,12855.09916771791
2591,679.08341088,13875.55500092398
2592,679.18340448,14947.20774120991
2593,679.2833980800001,16073.53595489009
2594,679.38339168,17261.672945386
2595,679.48338528,18523.9588568958
2596,679.5833788800001,19879.90587870893
2597,679.6833724800001,21358.72765580853
2598,679.7833660800001,23002.41202964637
2599,679.88335968,24869.0217799717
2600,679.9833532800001,27043.3928127264
2601,680.08334688,29663.4607230783
2602,680.18334048,32833.4203455583
2603,680.28333408,36694.23684488638
2604,680.3833276800001,41374.10247288035
2605,680.48332128,46990.58107181807
2606,680.58331488,53649.63831104599
2607,680.6833084800001,61441.57801019407
2608,680.7833020800001,70434.45596870471
2609,680.8832956800001,80665.65320483479
2610,680.98328928,92132.71831888129
2611,681.0832828800001,104769.4855653814
2612,681.18327648,118391.1904013792
2613,681.28327008,132762.5754296297
2614,681.38326368,147613.9028768899
2615,681.4832572800001,162665.6803387045
2616,681.58325088,177602.6761186732
2617,681.68324448,192106.6317963609
2618,681.78323808,205846.6307682413
2619,681.8832316800001,218501.9264359969
2620,681.9832252800001,229775.1455453492
2621,682.08321888,239394.4973706888
2622,682.1832124800001,247157.8643847152
2623,682.28320608,252953.2628187134
2624,682.38319968,256747.5709549478
2625,682.48319328,258556.321632857
2626,682.5831868800001,258450.2869054845
2627,682.68318048,256598.0388249263
2628,682.78317408,253199.6950427761
2629,682.88316768,248517.3318665787
2630,682.9831612800001,242858.9651717779
2631,683.0831548800001,236634.5421647147
2632,683.18314848,230371.1676047241
2633,683.2831420800001,224639.2421684607
2634,683.3831356800001,219876.1233476104
2635,683.48312928,216209.6200086657
2636,683.58312288,213589.8364690722
2637,683.6831164800001,211991.2253516464
2638,683.78311008,211418.2971866388
2639,683.88310368,211943.06889843
2640,683.98309728,213641.3650903279
2641,684.0830908800001,216547.6534075681
2642,684.18308448,220522.4752558538
2643,684.28307808,225244.0006227873
2644,684.3830716800001,230274.8670852653
2645,684.4830652800001,235451.3003669695
2646,684.5830588800001,241235.5672069328
2647,684.68305248,248173.3116208303
2648,684.7830460800001,257068.0833438362
2649,684.88303968,268651.420098612
2650,684.98303328,283584.5789853543
2651,685.08302688,302545.4851415682
2652,685.1830204800001,326279.8549369836
2653,685.28301408,355631.8175102102
2654,685.38300768,391471.2922721113
2655,685.4830012800001,434585.7491546044
2656,685.5829948800001,485392.8038671955
2657,685.6829884800001,543693.0779026969
2658,685.78298208,609316.711019148
2659,685.8829756800001,681138.9695111599
2660,685.98296928,757662.4694835325
2661,686.08296288,837004.8293766855
2662,686.18295648,916864.4906558696
2663,686.2829500800001,994546.4510877234
2664,686.38294368,1067075.164340633
2665,686.48293728,1131383.177315596
2666,686.58293088,1184545.213100847
2667,686.6829244800001,1224011.952752033
2668,686.7829180800001,1247798.296452169
2669,686.88291168,1254319.546341131
2670,686.9829052800001,1243024.590517829
2671,687.08289888,1214117.936681639
2672,687.18289248,1168549.469415509
2673,687.28288608,1107981.468614792
2674,687.3828796800001,1034719.177429842
2675,687.48287328,951585.5295906494
2676,687.58286688,861732.1406500282
2677,687.68286048,768404.3504402478
2678,687.7828540800001,674687.7493756053
2679,687.8828476800001,583343.6498726868
2680,687.98284128,496665.3547203217
2681,688.0828348800001,416422.5862065775
2682,688.18282848,343857.2049373295
2683,688.28282208,279707.9939226215
2684,688.38281568,224250.215178401
2685,688.4828092800001,177346.3641474838
2686,688.58280288,138512.7461638231
2687,688.68279648,107003.6533135595
2688,688.78279008,81910.40618639711
2689,688.8827836800001,62294.92940489202
2690,688.9827772800001,47222.79713419056
2691,689.08277088,35867.18900166103
2692,689.1827644800001,27514.11729157437
2693,689.2827580800001,21528.04858422614
2694,689.38275168,17340.84183802743
2695,689.48274528,14475.41653942014
2696,689.5827388800001,12565.29321903463
2697,689.68273248,11343.47667108518
2698,689.78272608,10590.46840469846
2699,689.88271968,10163.37067767938
2700,689.9827132800001,9933.361536677157
2701,690.08270688,9783.983363690933
2702,690.18270048,9566.458957289331
2703,690.2826940800001,9145.431193995602
2704,690.3826876800001,8481.382557090266
2705,690.4826812800001,7639.864826074869
2706,690.58267488,6718.516533880354
2707,690.6826684800001,5779.004434034494
2708,690.78266208,4838.429944906929
2709,690.88265568,3946.379533823552
2710,690.98264928,3099.701884821232
2711,691.0826428800001,2301.24666905282
2712,691.18263648,1571.735932041266
2713,691.28263008,959.1179616450569
2714,691.3826236800001,512.5306552319547
2715,691.4826172800001,238.7223829171822
2716,691.5826108800001,95.72709858420843
2717,691.68260448,28.18830440699235
2718,691.7825980800001,0.4028468985343903
2719,691.88259168,0.3262768172521055
2720,691.98258528,0.5619009202470671
2721,692.08257888,1.003076867948108
2722,692.1825724800001,1.721057300075268
2723,692.28256608,2.86428251560733
2724,692.38255968,4.679214258532834
2725,692.48255328,7.57146209514524
2726,692.5825468800001,12.21621565216487
2727,692.6825404800001,19.75365846565425
2728,692.78253408,32.07033576850984
2729,692.8825276800001,52.52985293798552
2730,692.98252128,87.05752576730033
2731,693.08251488,146.1682045119296
2732,693.18250848,248.4945092091875
2733,693.2825020800001,426.5019933018727
2734,693.38249568,734.4574387802501
2735,693.48248928,1256.461897350439
2736,693.58248288,2109.03669473905
2737,693.6824764800001,3433.448269092172
2738,693.7824700800001,5381.464964653982
2739,693.88246368,8104.604235717034
2740,693.9824572800001,11751.21204479914
2741,694.0824508800001,16467.60614376524
2742,694.18244448,22396.98618864172
2743,694.28243808,29671.2941872833
2744,694.3824316800001,38392.85824649801
2745,694.48242528,48605.47020620405
2746,694.58241888,60261.15492773477
2747,694.68241248,73198.03563154071
2748,694.7824060800001,87144.63699031332
2749,694.88239968,101747.3215415418
2750,694.98239328,116600.5618679464
2751,695.0823868800001,131266.6313458529
2752,695.1823804800001,145286.4631248578
2753,695.2823740800001,158188.915827134
2754,695.38236768,169504.707890508
2755,695.4823612800001,178789.4944934886
2756,695.58235488,185657.6859142037
2757,695.68234848,189822.5328195811
2758,695.78234208,191129.959480053
2759,695.8823356800001,189571.8326694769
2760,695.98232928,185275.5655758303
2761,696.08232288,178480.0242741529
2762,696.1823164800001,169508.1706079923
2763,696.2823100800001,158740.8280006754
2764,696.3823036800001,146593.166283931
2765,696.48229728,133493.8974290015
2766,696.5822908800001,119867.5557906004
2767,696.68228448,106118.1081847008
2768,696.78227808,92613.39727683627
2769,696.88227168,79671.25896308363
2770,696.9822652800001,67548.91954223602
2771,697.08225888,56436.66274197236
2772,697.18225248,46456.15948625584
2773,697.28224608,37664.31072540097
2774,697.3822396800001,30063.17232610238
2775,697.4822332800001,23613.99322592214
2776,697.58222688,18253.1990631425
2777,697.6822204800001,13905.92488173928
2778,697.78221408,10496.87448134234
2779,697.88220768,7965.112583468704
2780,697.98220128,6280.160999334231
2781,698.0821948800001,5467.79149268624
2782,698.18218848,5637.352775414776
2783,698.28218208,6988.232751717933
2784,698.38217568,9785.40006924001
2785,698.4821692800001,14330.0869802858
2786,698.5821628800001,20946.15942058086
2787,698.68215648,29974.90792723146
2788,698.7821500800001,41766.49529109566
2789,698.88214368,56660.46845044314
2790,698.98213728,74940.3299468616
2791,699.08213088,96773.17031050712
2792,699.1821244800001,122128.8983176501
2793,699.28211808,150707.6503866121
2794,699.38211168,181926.4880480874
2795,699.48210528,214982.5628985557
2796,699.5820988800001,248932.5238091081
2797,699.6820924800001,282740.5974698106
2798,699.78208608,315304.8483971352
2799,699.8820796800001,345483.7112076373
2800,699.9820732800001,372135.4298293518
2801,700.08206688,394180.7834363715
2802,700.18206048,410680.8014571786
2803,700.2820540800001,420924.7712848901
2804,700.38204768,424505.8720749889
2805,700.48204128,421353.8782829267
2806,700.58203488,411714.6153177842
2807,700.6820284800001,396104.0751258737
2808,700.78202208,375258.8262060262
2809,700.88201568,350081.826969098
2810,700.9820092800001,321583.6864750176
2811,701.0820028800001,290824.5785512022
2812,701.1819964800001,258861.2232871925
2813,701.28199008,226701.1158827377
2814,701.3819836800001,195264.6610721626
2815,701.48197728,165354.6530310741
2816,701.58197088,137625.8071912336
2817,701.68196448,112558.240085124
2818,701.7819580800001,90440.07556621091
2819,701.88195168,71376.76935058365
2820,701.98194528,55314.23906675058
2821,702.0819388800001,42087.11021016469
2822,702.1819324800001,31459.48307169254
2823,702.2819260800001,23162.06522780192
2824,702.38191968,16909.44519664359
2825,702.4819132800001,12412.81200969527
2826,702.58190688,9385.831459099907
2827,702.68190048,7562.066824614618
2828,702.78189408,6713.394607041231
2829,702.8818876800001,6671.20355732923
2830,702.98188128,7331.609781227369
2831,703.08187488,8670.920137517865
2832,703.18186848,10727.98767767443
2833,703.2818620800001,13594.12048692704
2834,703.3818556800001,17389.48712071951
2835,703.48184928,22257.56648055594
2836,703.5818428800001,28353.88191917667
2837,703.68183648,35841.14447501954
2838,703.78183008,44874.54069336326
2839,703.88182368,55586.32073617621
2840,703.9818172800001,68065.35861321777
2841,704.08181088,82339.02421440315
2842,704.18180448,98346.06455571816
2843,704.28179808,115927.4638269958
2844,704.3817916800001,134819.5170124066
2845,704.4817852800001,154661.0180314514
2846,704.58177888,174998.1479280841
2847,704.6817724800001,195298.2829437061
2848,704.7817660800001,214967.0240351722
2849,704.88175968,233374.6272180182
2850,704.98175328,249888.8156896741
