"Spectrum","Time","TIC"
1271,547.09185888,1742771.155230139
1272,547.1918524800001,1742849.913031089
1273,547.29184608,1742837.053360256
1274,547.39183968,1742735.055224113
1275,547.49183328,1742468.092424536
1276,547.59182688,1741928.33713273
1277,547.69182048,1741050.413409484
1278,547.79181408,1739818.718278694
1279,547.8918076800001,1738301.556700304
1280,547.99180128,1736618.509090106
1281,548.0917948800001,1734932.248587287
1282,548.19178848,1733360.339773782
1283,548.2917820800001,1731919.573172156
1284,548.39177568,1730539.943176627
1285,548.49176928,1729157.134627623
1286,548.59176288,1727720.683832306
1287,548.6917564800001,1726228.745234435
1288,548.79175008,1724685.85489681
1289,548.89174368,1723096.97628634
1290,548.9917372800001,1721444.331202071
1291,549.09173088,1719675.896783988
1292,549.1917244800001,1717648.688785952
1293,549.29171808,1715195.25305109
1294,549.3917116800001,1712232.702728088
1295,549.49170528,1708810.893579614
1296,549.59169888,1705054.53472252
1297,549.69169248,1701114.751446558
1298,549.7916860800001,1697074.875501278
1299,549.89167968,1692959.61927302
1300,549.99167328,1688740.961979073
1301,550.09166688,1684372.259798642
1302,550.19166048,1679805.097940332
1303,550.2916540800001,1675137.960751241
1304,550.39164768,1670542.539276425
1305,550.4916412800001,1666138.808256373
1306,550.59163488,1661936.802709967
1307,550.69162848,1657903.121434384
1308,550.79162208,1653999.160365731
1309,550.8916156800001,1650225.183909538
1310,550.99160928,1646592.048319626
1311,551.09160288,1643184.226796391
1312,551.19159648,1640115.45842877
1313,551.29159008,1637488.943544366
1314,551.3915836800001,1635273.556414135
1315,551.49157728,1633366.003828128
1316,551.5915708800001,1631708.391924817
1317,551.69156448,1630280.94710619
1318,551.79155808,1629024.536170555
1319,551.89155168,1627871.32972882
1320,551.9915452800001,1626796.917736118
1321,552.09153888,1625850.455475545
1322,552.19153248,1625031.713436493
1323,552.29152608,1624290.219231685
1324,552.39151968,1623607.143620613
1325,552.49151328,1623024.534486557
1326,552.59150688,1622575.643746336
1327,552.6915004800001,1622202.792443502
1328,552.79149408,1621839.410855392
1329,552.8914876800001,1621533.368476214
1330,552.99148128,1621416.296735051
1331,553.0914748800001,1621599.53675956
1332,553.19146848,1622085.630622224
1333,553.29146208,1622792.176639036
1334,553.39145568,1623590.889915476
1335,553.49144928,1624336.396918731
1336,553.59144288,1624892.011692814
1337,553.69143648,1625215.845359615
1338,553.7914300800001,1625390.580402591
1339,553.89142368,1625543.120648951
1340,553.9914172800001,1625706.132966099
1341,554.09141088,1625783.943756633
1342,554.1914044800001,1625593.671647678
1343,554.29139808,1624998.932598493
1344,554.39139168,1623999.784846624
1345,554.49138528,1622725.16262946
1346,554.5913788800001,1621307.049206207
1347,554.69137248,1619871.292918333
1348,554.79136608,1618495.090571066
1349,554.8913596800001,1617174.659718365
1350,554.99135328,1615829.55054482
1351,555.0913468800001,1614373.570326684
1352,555.19134048,1612772.25605219
1353,555.2913340800001,1611117.545597095
1354,555.39132768,1609577.755472492
1355,555.49132128,1608296.180382093
1356,555.59131488,1607345.131115617
1357,555.6913084800001,1606792.89065069
1358,555.79130208,1606693.46645421
1359,555.89129568,1607136.576117498
1360,555.99128928,1608344.453719868
1361,556.09128288,1610745.928049607
1362,556.1912764800001,1614981.090144444
1363,556.29127008,1621871.798684226
1364,556.3912636800001,1632356.888101914
1365,556.49125728,1647538.617410176
1366,556.59125088,1668891.056766305
1367,556.69124448,1698475.027042226
1368,556.7912380800001,1739009.786122436
1369,556.89123168,1793900.62487776
1370,556.99122528,1867160.325541697
1371,557.09121888,1963223.66310552
1372,557.19121248,2086661.780632664
1373,557.2912060800001,2241822.156234023
1374,557.39119968,2432576.007518826
1375,557.4911932800001,2662130.68755853
1376,557.59118688,2932888.599826304
1377,557.69118048,3246206.236757894
1378,557.79117408,3601992.06158832
1379,557.8911676800001,3998382.534375602
1380,557.99116128,4431530.058948525
1381,558.09115488,4895497.814132617
1382,558.19114848,5382297.499117219
1383,558.29114208,5882262.290841592
1384,558.39113568,6384858.818955243
1385,558.49112928,6879410.946749002
1386,558.5911228800001,7355699.617520926
1387,558.69111648,7804326.918430209
1388,558.7911100800001,8216818.677058268
1389,558.89110368,8585845.397761587
1390,558.9910972800001,8905390.869139444
1391,559.09109088,9171151.985659888
1392,559.19108448,9380536.300813012
1393,559.29107808,9532950.240744021
1394,559.3910716800001,9630018.267168846
1395,559.49106528,9675081.797163367
1396,559.59105888,9672390.564197276
1397,559.6910524800001,9626244.058047716
1398,559.79104608,9540369.911523553
1399,559.8910396800001,9417986.954796635
1400,559.99103328,9262057.508402551
1401,560.0910268800001,9075743.814803192
1402,560.19102048,8862180.921195479
1403,560.29101408,8624878.959812829
1404,560.39100768,8367438.146193909
1405,560.4910012800001,8092794.171749505
1406,560.59099488,7803040.871650508
1407,560.69098848,7499886.056253138
1408,560.79098208,7185367.361006144
1409,560.89097568,6862441.788786408
1410,560.9909692800001,6534790.004497862
1411,561.09096288,6206332.69321577
1412,561.1909564800001,5880686.43708798
1413,561.29095008,5561099.778728583
1414,561.39094368,5250138.082425389
1415,561.49093728,4949734.792337677
1416,561.5909308800001,4661680.056042033
1417,561.69092448,4387896.969570369
1418,561.79091808,4130279.563405471
1419,561.89091168,3890381.307087408
1420,561.99090528,3669074.020777664
1421,562.0908988800001,3466623.322287275
1422,562.19089248,3282950.35796655
1423,562.2908860800001,3117752.338347834
1424,562.39087968,2970512.668598592
1425,562.49087328,2840594.555291305
1426,562.59086688,2727317.696554014
1427,562.6908604800001,2629897.870341586
1428,562.79085408,2547415.387494687
1429,562.89084768,2478828.283778343
1430,562.99084128,2422958.199413497
1431,563.09083488,2378566.827640407
1432,563.1908284800001,2344346.346428509
1433,563.29082208,2318866.405157429
1434,563.3908156800001,2300638.634980361
1435,563.49080928,2288286.183304087
1436,563.5908028800001,2280589.49830632
1437,563.69079648,2276408.108447881
1438,563.7907900800001,2274574.651777598
1439,563.89078368,2273828.488450246
1440,563.99077728,2272928.710116154
1441,564.09077088,2270772.476877407
1442,564.19076448,2266412.186002791
1443,564.29075808,2259130.223623034
1444,564.39075168,2248494.96590726
1445,564.4907452800001,2234372.210400602
1446,564.59073888,2216830.924991427
1447,564.6907324800001,2196005.06129049
1448,564.79072608,2172099.654171695
1449,564.8907196800001,2145453.07212308
1450,564.99071328,2116599.563011449
1451,565.09070688,2086191.961652045
1452,565.19070048,2054911.68565649
1453,565.2906940800001,2023469.34585392
1454,565.39068768,1992566.630903276
1455,565.49068128,1962861.479307082
1456,565.5906748800001,1934896.709417821
1457,565.69066848,1908992.268117144
1458,565.7906620800001,1885256.02367574
1459,565.89065568,1863677.757832642
1460,565.9906492800001,1844245.611651929
1461,566.09064288,1826936.11014927
1462,566.19063648,1811666.429233047
1463,566.29063008,1798288.919234896
1464,566.3906236800001,1786587.481755725
1465,566.49061728,1776289.921613301
1466,566.59061088,1767059.298033032
1467,566.69060448,1758539.65190666
1468,566.79059808,1750514.514720134
1469,566.8905916800001,1742996.93293609
1470,566.99058528,1736121.533339696
1471,567.0905788800001,1729971.787731725
1472,567.19057248,1724526.521559617
1473,567.29056608,1719681.823634092
1474,567.39055968,1715374.277075823
1475,567.4905532800001,1711636.788079698
1476,567.59054688,1708532.095379245
1477,567.69054048,1706099.178540912
1478,567.79053408,1704370.323838004
1479,567.89052768,1703330.580550042
1480,567.9905212800001,1702865.446580557
1481,568.09051488,1702789.408889271
1482,568.1905084800001,1702945.774732881
1483,568.29050208,1703255.631059936
1484,568.39049568,1703772.797643387
1485,568.49048928,1704479.033160219
1486,568.5904828800001,1705156.089907113
1487,568.69047648,1705539.113953523
1488,568.79047008,1705506.992006074
1489,568.89046368,1705060.818392414
1490,568.99045728,1704276.667839701
1491,569.09045088,1703254.515866509
1492,569.19044448,1702139.018906335
1493,569.2904380800001,1701045.979032763
1494,569.39043168,1699996.495133258
1495,569.4904252800001,1698873.698380922
1496,569.59041888,1697637.562916833
1497,569.6904124800001,1696472.47046883
1498,569.79040608,1695648.381413393
1499,569.89039968,1695268.307228117
1500,569.99039328,1695265.962834126
1501,570.0903868800001,1695510.387110702
1502,570.19038048,1695924.596986361
1503,570.29037408,1696423.665403206
1504,570.3903676800001,1696899.129204933
1505,570.49036128,1697296.61359606
1506,570.5903548800001,1697683.098146605
1507,570.69034848,1698139.500499673
1508,570.7903420800001,1698643.907601033
1509,570.89033568,1699079.799125762
1510,570.99032928,1699389.955720296
1511,571.09032288,1699601.056269217
1512,571.1903164800001,1699759.820962437
1513,571.29031008,1699878.576848439
1514,571.39030368,1699984.219984843
1515,571.49029728,1700136.378185751
1516,571.59029088,1700326.586717371
1517,571.6902844800001,1700446.58261202
1518,571.79027808,1700369.126842359
1519,571.8902716800001,1700021.749419887
1520,571.99026528,1699427.052903679
1521,572.09025888,1698662.251955798
1522,572.19025248,1697817.972567079
1523,572.2902460800001,1696967.913327121
1524,572.39023968,1696120.659428672
1525,572.49023328,1695212.418581229
1526,572.59022688,1694212.02737885
1527,572.69022048,1693206.000232409
1528,572.7902140800001,1692270.094042793
1529,572.89020768,1691369.142310978
1530,572.9902012800001,1690433.845827967
1531,573.09019488,1689435.153698901
1532,573.19018848,1688399.539553678
1533,573.29018208,1687326.274037489
1534,573.3901756800001,1686110.010767371
1535,573.49016928,1684620.298611529
1536,573.59016288,1682779.813014454
1537,573.69015648,1680532.585864631
1538,573.79015008,1677837.009351197
1539,573.8901436800001,1674789.717037977
1540,573.99013728,1671630.810353148
1541,574.0901308800001,1668578.982685491
1542,574.19012448,1665713.557621154
1543,574.2901180800001,1662991.788469871
1544,574.39011168,1660388.045918398
1545,574.4901052800001,1658032.066760339
1546,574.59009888,1656121.795875211
1547,574.69009248,1654806.946840114
1548,574.79008608,1654113.271381329
1549,574.8900796800001,1653986.575816133
1550,574.99007328,1654317.505152481
1551,575.09006688,1654983.282197919
1552,575.1900604800001,1655888.650563356
1553,575.29005408,1656998.087221947
1554,575.3900476800001,1658285.049926434
1555,575.49004128,1659691.778298263
1556,575.5900348800001,1661060.265044591
1557,575.69002848,1662225.331095057
1558,575.79002208,1663087.777993855
1559,575.89001568,1663719.529354574
1560,575.9900092800001,1664278.687348823
1561,576.09000288,1664890.501317189
1562,576.18999648,1665585.629649479
1563,576.2899900800001,1666340.629931856
1564,576.38998368,1667088.895939763
1565,576.4899772800001,1667796.580222577
1566,576.58997088,1668484.713793049
1567,576.6899644800001,1669482.535077593
1568,576.78995808,1671373.814281307
1569,576.88995168,1674894.097455766
1570,576.98994528,1680337.212351231
1571,577.0899388800001,1687225.109173554
1572,577.18993248,1694786.420910607
1573,577.28992608,1702541.24158914
1574,577.38991968,1710306.178432994
1575,577.48991328,1718133.339417672
1576,577.5899068800001,1726043.88519868
1577,577.68990048,1734012.504551518
1578,577.7898940800001,1741566.778100759
1579,577.88988768,1747760.752042265
1580,577.98988128,1751274.58810282
1581,578.08987488,1751400.765073282
1582,578.1898684800001,1748800.642453277
1583,578.28986208,1744753.266221909
1584,578.38985568,1740099.05433619
1585,578.48984928,1735180.180795925
1586,578.58984288,1729991.374440338
1587,578.6898364800001,1724582.927223045
1588,578.78983008,1719004.113712966
1589,578.8898236800001,1713428.667795203
1590,578.98981728,1708241.654867847
1591,579.08981088,1704056.92546785
1592,579.18980448,1701328.039165292
1593,579.2897980800001,1699898.515570215
1594,579.38979168,1699306.619803646
1595,579.48978528,1699234.062376929
1596,579.58977888,1699521.606468
1597,579.68977248,1700069.348765805
1598,579.78976608,1700726.599008662
1599,579.88975968,1701412.968666839
1600,579.9897532800001,1702187.323783097
1601,580.08974688,1703126.941278333
1602,580.1897404800001,1704238.248794854
1603,580.28973408,1705318.427388839
1604,580.3897276800001,1706073.645668735
1605,580.48972128,1706215.095502007
1606,580.58971488,1705613.656005813
1607,580.68970848,1704318.146385567
1608,580.7897020800001,1702499.760725469
1609,580.88969568,1700331.835708342
1610,580.98968928,1697887.069517307
1611,581.0896828800001,1695116.211247061
1612,581.18967648,1691961.257210796
1613,581.2896700800001,1688434.098922848
1614,581.38966368,1684704.630823095
1615,581.4896572800001,1681014.737724193
1616,581.58965088,1677579.83973745
1617,581.68964448,1674461.029855371
1618,581.78963808,1671591.494817378
1619,581.8896316800001,1668880.895481653
1620,581.98962528,1666249.878758275
1621,582.08961888,1663644.7897501
1622,582.1896124800001,1661071.554665825
1623,582.28960608,1658572.762244001
1624,582.3895996800001,1656176.67115369
1625,582.48959328,1653875.27940375
1626,582.5895868800001,1651620.263360634
1627,582.68958048,1649336.877734008
1628,582.78957408,1646976.878624565
1629,582.88956768,1644521.066260762
1630,582.9895612800001,1641964.832646016
1631,583.08955488,1639329.027052457
1632,583.18954848,1636689.9802463
1633,583.28954208,1634153.361965046
1634,583.38953568,1631778.149786791
1635,583.4895292800001,1629550.381826028
1636,583.58952288,1627380.574830193
1637,583.6895164800001,1625186.441387895
1638,583.78951008,1622996.898093066
1639,583.88950368,1620957.208561316
1640,583.98949728,1619229.671446195
1641,584.0894908800001,1617915.187308771
1642,584.18948448,1617083.770876318
1643,584.28947808,1616798.847105044
1644,584.38947168,1617084.872732514
1645,584.48946528,1617948.346736752
1646,584.5894588800001,1619389.830134927
1647,584.68945248,1621422.588254427
1648,584.7894460800001,1624027.380027061
1649,584.88943968,1627127.114803212
1650,584.9894332800001,1630577.93477232
1651,585.08942688,1634250.016404606
1652,585.1894204800001,1638083.233947661
1653,585.28941408,1642080.10865562
1654,585.38940768,1646211.874568192
1655,585.48940128,1650412.110461306
1656,585.5893948800001,1654590.524718152
1657,585.68938848,1658675.758589393
1658,585.78938208,1662676.938669854
1659,585.8893756800001,1666652.53272674
1660,585.98936928,1670541.858894989
1661,586.0893628800001,1674209.146266667
1662,586.18935648,1677503.014076217
1663,586.2893500800001,1680272.73251297
1664,586.38934368,1682316.81084431
1665,586.48933728,1683408.259641849
1666,586.58933088,1683348.9736599
1667,586.6893244800001,1682048.699459297
1668,586.78931808,1679534.48673154
1669,586.88931168,1675805.090938416
1670,586.9893052800001,1670886.247249156
1671,587.08929888,1665034.462217389
1672,587.1892924800001,1658585.623738855
1673,587.28928608,1651809.113583312
1674,587.3892796800001,1644886.803712874
1675,587.48927328,1637979.060488778
1676,587.58926688,1631319.149029947
1677,587.68926048,1625169.106836633
1678,587.7892540800001,1619728.545228709
1679,587.88924768,1615099.362838323
1680,587.98924128,1611351.610793795
1681,588.08923488,1608480.366385455
1682,588.18922848,1606317.368730081
1683,588.2892220800001,1604677.459251262
1684,588.38921568,1603495.280799652
1685,588.4892092800001,1602781.873212426
1686,588.58920288,1602543.198248564
1687,588.68919648,1602708.883457453
1688,588.78919008,1603197.813704391
1689,588.8891836800001,1603979.084502435
1690,588.98917728,1605148.928169389
1691,589.08917088,1606875.428634034
1692,589.18916448,1609363.314181332
1693,589.28915808,1612822.678177463
1694,589.3891516800001,1617428.35351512
1695,589.48914528,1623267.011563157
1696,589.5891388800001,1630468.577276433
1697,589.68913248,1639260.694973688
1698,589.78912608,1649932.069314899
1699,589.88911968,1662695.718953618
1700,589.9891132800001,1677620.241481193
1701,590.08910688,1694562.78828814
1702,590.18910048,1713319.856861666
1703,590.28909408,1733692.837953858
1704,590.38908768,1755522.005892926
1705,590.4890812800001,1778609.384772822
1706,590.58907488,1802673.405852371
1707,590.6890684800001,1827270.308267777
1708,590.78906208,1851880.318098772
1709,590.8890556800001,1875993.027275145
1710,590.98904928,1899210.380251893
1711,591.0890428800001,1921151.243336958
1712,591.18903648,1941322.941469833
1713,591.28903008,1959130.512240323
1714,591.38902368,1974005.760673838
1715,591.4890172800001,1985450.020532629
1716,591.58901088,1993161.073231542
1717,591.68900448,1997062.063248979
1718,591.7889980800001,1997238.652685253
1719,591.88899168,1993745.849575427
1720,591.9889852800001,1986551.054179571
1721,592.08897888,1975582.283544366
1722,592.1889724800001,1961014.194881064
1723,592.28896608,1943498.543170462
1724,592.38895968,1923896.289939275
1725,592.48895328,1902964.469489405
1726,592.5889468800001,1881325.320829488
1727,592.68894048,1859432.277101714
1728,592.78893408,1837630.427363437
1729,592.8889276800001,1816208.658743495
1730,592.98892128,1795497.856716429
1731,593.0889148800001,1775879.209585793
1732,593.18890848,1757688.275861928
1733,593.2889020800001,1741072.227941344
1734,593.38889568,1725908.405901063
1735,593.48888928,1711991.829893669
1736,593.58888288,1699224.367624082
1737,593.6888764800001,1687598.043817474
1738,593.78887008,1677176.177524395
1739,593.88886368,1668003.414823589
1740,593.98885728,1660052.283680403
1741,594.08885088,1653208.480815478
1742,594.1888444800001,1647321.007553376
1743,594.28883808,1642283.651565548
1744,594.3888316800001,1638025.827573052
1745,594.48882528,1634466.68581686
1746,594.58881888,1631513.140919563
1747,594.68881248,1629038.998163225
1748,594.7888060800001,1626878.067096307
1749,594.88879968,1624803.565356363
1750,594.98879328,1622599.573943128
1751,595.08878688,1620146.44379957
1752,595.18878048,1617455.403770146
1753,595.2887740800001,1614599.199775244
1754,595.38876768,1611637.01550949
1755,595.4887612800001,1608591.384609233
1756,595.58875488,1605475.744836837
1757,595.6887484800001,1602313.410023584
1758,595.78874208,1599152.152450589
1759,595.8887356800001,1596064.695505863
1760,595.98872928,1593131.083019126
1761,596.08872288,1590349.314506978
1762,596.18871648,1587628.808109731
1763,596.2887100800001,1584834.833210905
1764,596.38870368,1581857.308198914
1765,596.48869728,1578649.80478437
1766,596.5886908800001,1575228.945628138
1767,596.68868448,1571677.787741644
1768,596.7886780800001,1568081.995826153
1769,596.88867168,1564478.778902107
1770,596.9886652800001,1560854.211565118
1771,597.08865888,1557184.360107986
1772,597.18865248,1553561.382002376
1773,597.28864608,1550197.499972445
1774,597.3886396800001,1547320.737869313
1775,597.48863328,1545079.764908758
1776,597.58862688,1543511.880563118
1777,597.6886204800001,1542554.091984289
1778,597.78861408,1542043.221684986
1779,597.8886076800001,1541778.187904366
1780,597.98860128,1541611.408752917
1781,598.0885948800001,1541492.71078722
1782,598.18858848,1541496.917664774
1783,598.28858208,1541707.440975218
1784,598.38857568,1542127.595643489
1785,598.4885692800001,1542666.648686009
1786,598.58856288,1543209.252928415
1787,598.68855648,1543705.988137517
1788,598.7885500800001,1544264.280235251
1789,598.88854368,1545127.200467643
1790,598.9885372800001,1546603.248040388
1791,599.08853088,1548933.197895685
1792,599.1885244800001,1552228.163255279
1793,599.28851808,1556391.312899738
1794,599.38851168,1561208.068815599
1795,599.48850528,1566476.414281872
1796,599.5884988800001,1572093.262074332
1797,599.68849248,1578032.926825324
1798,599.78848608,1584253.408775561
1799,599.88847968,1590618.291550967
1800,599.98847328,1596950.538123269
1801,600.0884668800001,1603001.324207337
1802,600.18846048,1608517.255411804
1803,600.2884540800001,1613314.950883333
1804,600.38844768,1617363.011146487
1805,600.48844128,1620736.957367626
1806,600.58843488,1623492.113939039
1807,600.6884284800001,1625649.805340303
1808,600.78842208,1627223.847040629
1809,600.88841568,1628241.80465912
1810,600.98840928,1628715.466316946
1811,601.08840288,1628615.252755665
1812,601.1883964800001,1627996.391683605
1813,601.28839008,1627031.504740918
1814,601.3883836800001,1625891.685916975
1815,601.48837728,1624634.280005253
1816,601.5883708800001,1623180.431539597
1817,601.68836448,1621462.524265647
1818,601.7883580800001,1619455.685818874
1819,601.88835168,1617162.291097392
1820,601.98834528,1614589.742281566
1821,602.08833888,1611789.973655207
1822,602.1883324800001,1608829.945500926
1823,602.28832608,1605801.634889474
1824,602.38831968,1602745.301425553
1825,602.4883132800001,1599633.545450978
1826,602.58830688,1596475.616703787
1827,602.6883004800001,1593444.46203341
1828,602.78829408,1590762.056938928
1829,602.8882876800001,1588602.618952776
1830,602.98828128,1587000.225391283
1831,603.08827488,1585898.102435708
1832,603.18826848,1585203.162370647
1833,603.2882620800001,1584863.75281573
1834,603.38825568,1584693.707157525
1835,603.48824928,1584406.727719552
1836,603.5882428800001,1583856.613524248
1837,603.68823648,1583066.083205831
1838,603.7882300800001,1582052.17101119
1839,603.88822368,1580773.026904246
1840,603.9882172800001,1579153.894984034
1841,604.08821088,1577281.803934837
1842,604.18820448,1575438.820434929
1843,604.28819808,1573973.392554696
1844,604.3881916800001,1573121.137685984
1845,604.48818528,1573067.472352075
1846,604.58817888,1574056.56982311
1847,604.68817248,1576320.138434273
1848,604.78816608,1580021.692864037
1849,604.8881596800001,1585349.10480849
1850,604.98815328,1592627.25587361
1851,605.0881468800001,1602313.988161377
1852,605.18814048,1614773.56376911
1853,605.28813408,1630100.403773254
1854,605.38812768,1648147.889704282
1855,605.4881212800001,1668731.810849145
1856,605.58811488,1691740.231853768
1857,605.68810848,1716984.618186179
1858,605.78810208,1744060.788618502
1859,605.88809568,1772367.184212454
1860,605.9880892800001,1801129.277352858
1861,606.08808288,1829414.386950712
1862,606.1880764800001,1856141.147404947
1863,606.28807008,1880300.685818553
1864,606.3880636800001,1901227.329385916
1865,606.48805728,1918697.538676478
1866,606.5880508800001,1932722.667784026
1867,606.68804448,1943301.461161325
1868,606.78803808,1950454.65941224
1869,606.88803168,1954369.780596271
1870,606.9880252800001,1955371.781836778
1871,607.08801888,1953882.769933729
1872,607.18801248,1950341.679879437
1873,607.2880060800001,1945277.803144164
1874,607.38799968,1939181.764993584
1875,607.4879932800001,1932252.135912971
1876,607.58798688,1924286.193609225
1877,607.6879804800001,1914927.959965058
1878,607.78797408,1904032.301780842
1879,607.88796768,1891741.216714311
1880,607.98796128,1878296.463384016
1881,608.0879548800001,1863960.976882008
1882,608.18794848,1848937.067136905
1883,608.28794208,1833439.611773183
1884,608.3879356800001,1817684.991944335
1885,608.48792928,1801910.026005921
1886,608.5879228800001,1786444.176112688
1887,608.68791648,1771718.155302605
1888,608.7879100800001,1758102.141209608
1889,608.88790368,1745722.135918361
1890,608.98789728,1734501.705710266
1891,609.08789088,1724172.701111068
1892,609.1878844800001,1714547.351885361
1893,609.28787808,1705616.751229547
1894,609.38787168,1697429.039293524
1895,609.4878652800001,1689916.33558612
1896,609.58785888,1682871.019256564
1897,609.6878524800001,1676057.044411227
1898,609.78784608,1669297.303281494
1899,609.8878396800001,1662567.295779009
1900,609.98783328,1655989.282806211
1901,610.08782688,1649632.550148719
1902,610.18782048,1643747.267727886
1903,610.2878140800001,1638431.837648647
1904,610.38780768,1633583.699303607
1905,610.48780128,1629022.023103227
1906,610.58779488,1624678.360977832
1907,610.68778848,1620644.548548335
1908,610.7877820800001,1617046.086509828
1909,610.88777568,1613996.65481212
1910,610.9877692800001,1611538.245971075
1911,611.08776288,1609653.452645837
1912,611.18775648,1608335.186037772
1913,611.28775008,1607405.829279654
1914,611.3877436800001,1606683.528611654
1915,611.48773728,1606096.458976449
1916,611.58773088,1605664.416961055
1917,611.68772448,1605416.639881172
1918,611.78771808,1605358.957963132
1919,611.8877116800001,1605518.340651308
1920,611.98770528,1605845.799626844
1921,612.0876988800001,1606197.853193807
1922,612.18769248,1606330.691799189
1923,612.2876860800001,1605987.315691803
1924,612.38767968,1605040.740701395
1925,612.4876732800001,1603572.567256808
1926,612.58766688,1601784.072336648
1927,612.68766048,1599905.212710958
1928,612.78765408,1598110.097300258
1929,612.8876476800001,1596445.444702137
1930,612.98764128,1594794.912988394
1931,613.08763488,1593089.693463289
1932,613.1876284800001,1591443.723581165
1933,613.28762208,1590198.085044423
1934,613.3876156800001,1589836.819345389
1935,613.48760928,1590766.236424169
1936,613.5876028800001,1593121.675176319
1937,613.68759648,1596772.385519503
1938,613.78759008,1601427.601601733
1939,613.88758368,1606804.024510164
1940,613.9875772800001,1612865.882971567
1941,614.08757088,1619981.654109702
1942,614.18756448,1628851.74545706
1943,614.2875580800001,1640178.897246314
1944,614.38755168,1654484.472269
1945,614.4875452800001,1672318.349116093
1946,614.58753888,1694633.965280109
1947,614.6875324800001,1722921.650924792
1948,614.78752608,1759108.871106239
1949,614.88751968,1805408.911358871
1950,614.98751328,1864352.470886813
1951,615.0875068800001,1938653.160387562
1952,615.18750048,2031014.956513026
1953,615.28749408,2143732.053783183
1954,615.38748768,2278685.412360527
1955,615.48748128,2437376.01045591
1956,615.5874748800001,2620478.489656636
1957,615.68746848,2827322.674536262
1958,615.7874620800001,3055864.850055722
1959,615.88745568,3302909.915407048
1960,615.98744928,3564328.99900654
1961,616.08744288,3834788.76764292
1962,616.1874364800001,4107561.253571317
1963,616.28743008,4374643.90948953
1964,616.38742368,4627545.315358996
1965,616.48741728,4858059.070359231
1966,616.58741088,5058681.874581981
1967,616.6874044800001,5223034.593911678
1968,616.78739808,5346239.427595467
1969,616.8873916800001,5424931.351600373
1970,616.98738528,5457102.083860024
1971,617.0873788800001,5442076.727675391
1972,617.18737248,5380846.706568268
1973,617.2873660800001,5276375.321296067
1974,617.38735968,5133430.662278999
1975,617.48735328,4957914.788724418
1976,617.58734688,4756185.595819319
1977,617.6873404800001,4534732.215105901
1978,617.7873340800001,4299955.644878065
1979,617.88732768,4057963.598317639
1980,617.9873212800001,3814429.890461095
1981,618.08731488,3574562.174323956
1982,618.1873084800001,3342918.316568808
1983,618.28730208,3123180.83683861
1984,618.3872956800001,2917988.601566011
1985,618.48728928,2729156.876594883
1986,618.58728288,2557985.787983499
1987,618.68727648,2405256.701734528
1988,618.7872700800001,2271107.874543532
1989,618.88726368,2155094.794712923
1990,618.98725728,2056308.66374699
1991,619.0872508800001,1973548.084991673
1992,619.18724448,1905391.306776429
1993,619.2872380800001,1850340.395882963
1994,619.38723168,1806951.948169179
1995,619.4872252800001,1773873.968455605
1996,619.58721888,1749710.877580982
1997,619.68721248,1732920.849493719
1998,619.78720608,1721968.871986187
1999,619.8871996800001,1715520.647287013
2000,619.98719328,1712473.606567116
2001,620.08718688,1711935.392961452
2002,620.1871804800001,1713186.429636491
2003,620.28717408,1715693.447305696
2004,620.3871676800001,1719007.98659461
2005,620.48716128,1722671.568744746
2006,620.5871548800001,1726216.85930348
2007,620.68714848,1729236.05413878
2008,620.78714208,1731459.854045819
2009,620.88713568,1732743.013944039
2010,620.9871292800001,1733002.910510841
2011,621.08712288,1732213.396801014
2012,621.18711648,1730380.771780248
2013,621.28711008,1727494.032707045
2014,621.38710368,1723524.204297049
2015,621.4870972800001,1718533.497377546
2016,621.58709088,1712714.738694089
2017,621.6870844800001,1706365.670250753
2018,621.78707808,1699833.172161337
2019,621.88707168,1693458.49965411
2020,621.98706528,1687574.913653445
2021,622.0870588800001,1682474.790468541
2022,622.18705248,1678360.357727021
2023,622.28704608,1675403.707431606
2024,622.38703968,1673838.329448807
2025,622.48703328,1673910.252631595
2026,622.5870268800001,1675776.106712264
2027,622.68702048,1679496.691860528
2028,622.7870140800001,1685109.604642271
2029,622.88700768,1692647.827266021
2030,622.9870012800001,1702102.252399274
2031,623.08699488,1713408.866208286
2032,623.1869884800001,1726497.580710328
2033,623.28698208,1741316.88837444
2034,623.38697568,1757777.207678912
2035,623.48696928,1775669.235766419
2036,623.5869628800001,1794752.490723199
2037,623.68695648,1814837.763437248
2038,623.78695008,1835682.48287901
2039,623.8869436800001,1856868.991610984
2040,623.98693728,1877826.244772285
2041,624.0869308800001,1897932.163770004
2042,624.18692448,1916584.450620624
2043,624.2869180800001,1933256.016799551
2044,624.38691168,1947545.109688032
2045,624.48690528,1959189.990342907
2046,624.58689888,1968037.219869352
2047,624.6868924800001,1973903.535403707
2048,624.78688608,1976525.90191751
2049,624.88687968,1975782.351820444
2050,624.9868732800001,1971831.197141919
2051,625.08686688,1965094.975365383
2052,625.1868604800001,1956153.137467168
2053,625.28685408,1945596.310260163
2054,625.3868476800001,1933924.594865759
2055,625.48684128,1921505.512879561
2056,625.58683488,1908590.985391676
2057,625.68682848,1895397.489296122
2058,625.7868220800001,1882171.671159852
2059,625.88681568,1869231.186205694
2060,625.98680928,1856855.267839128
2061,626.0868028800001,1845202.019175219
2062,626.18679648,1834296.386107825
